    Time: 2018-3-23 13:37:27
D. C. Tsui Laboratory,  He3 System, A152-IOP-CAS
D:\Exp_data\xiaopei_sun\DATA\20180321\2018-03\2018-03\180323\180323.003
Experimenter: 
Sample:







     180323_003_Time	 180323_003_LI5640_X	 180323_003_K2612_Va	 180323_003_K2612_Ib	   180323_003_IPS120
   1.381900E+1	   7.563000E-6	  -3.867820E+0	   3.814700E-7	  -4.500000E-1
   1.407500E+1	   7.564000E-6	  -3.864000E+0	   5.006790E-7	  -4.500000E-1
   1.433000E+1	   7.564000E-6	  -3.859880E+0	   5.006790E-7	  -4.500000E-1
   1.458500E+1	   7.564000E-6	  -3.856050E+0	   5.364420E-7	  -4.500000E-1
   1.483200E+1	   7.565000E-6	  -3.851910E+0	   5.722050E-7	  -4.500000E-1
   1.508400E+1	   7.567000E-6	  -3.847790E+0	   6.079670E-7	  -4.500000E-1
   1.533100E+1	   7.568000E-6	  -3.843980E+0	   6.675720E-7	  -4.500000E-1
   1.558600E+1	   7.568000E-6	  -3.839860E+0	   7.271770E-7	  -4.500000E-1
   1.583300E+1	   7.567000E-6	  -3.836040E+0	   5.245210E-7	  -4.500000E-1
   1.608400E+1	   7.564000E-6	  -3.831950E+0	   6.318090E-7	  -4.500000E-1
   1.632800E+1	   7.559000E-6	  -3.827800E+0	   6.437300E-7	  -4.500000E-1
   1.657500E+1	   7.555000E-6	  -3.823920E+0	   6.914140E-7	  -4.500000E-1
   1.682300E+1	   7.553000E-6	  -3.819830E+0	   4.887580E-7	  -4.500000E-1
   1.708400E+1	   7.555000E-6	  -3.816010E+0	   6.437300E-7	  -4.500000E-1
   1.732700E+1	   7.559000E-6	  -3.811880E+0	   4.053120E-7	  -4.500000E-1
   1.756900E+1	   7.565000E-6	  -3.807740E+0	   4.172330E-7	  -4.500000E-1
   1.783100E+1	   7.569000E-6	  -3.803950E+0	   4.410740E-7	  -4.500000E-1
   1.809300E+1	   7.572000E-6	  -3.799800E+0	   4.172330E-7	  -4.500000E-1
   1.835100E+1	   7.573000E-6	  -3.795990E+0	   3.576280E-7	  -4.500000E-1
   1.859900E+1	   7.572000E-6	  -3.791840E+0	   5.602840E-7	  -4.500000E-1
   1.885600E+1	   7.571000E-6	  -3.788000E+0	   5.841260E-7	  -4.500000E-1
   1.911100E+1	   7.572000E-6	  -3.783850E+0	   4.768370E-7	  -4.500000E-1
   1.936200E+1	   7.571000E-6	  -3.779720E+0	   5.364420E-7	  -4.500000E-1
   1.960700E+1	   7.570000E-6	  -3.775960E+0	   5.126000E-7	  -4.500000E-1
   1.985600E+1	   7.570000E-6	  -3.771850E+0	   4.529950E-7	  -4.500000E-1
   2.011100E+1	   7.570000E-6	  -3.768000E+0	   3.457070E-7	  -4.500000E-1
   2.035500E+1	   7.571000E-6	  -3.763880E+0	   4.529950E-7	  -4.500000E-1
   2.060900E+1	   7.571000E-6	  -3.759770E+0	   5.722050E-7	  -4.500000E-1
   2.086000E+1	   7.571000E-6	  -3.755950E+0	   5.126000E-7	  -4.500000E-1
   2.111500E+1	   7.570000E-6	  -3.751840E+0	   5.841260E-7	  -4.500000E-1
   2.135700E+1	   7.569000E-6	  -3.748010E+0	   4.291530E-7	  -4.500000E-1
   2.161700E+1	   7.567000E-6	  -3.743880E+0	   4.291530E-7	  -4.500000E-1
   2.186100E+1	   7.564000E-6	  -3.739730E+0	   4.291530E-7	  -4.500000E-1
   2.211800E+1	   7.562000E-6	  -3.735900E+0	   3.695490E-7	  -4.500000E-1
   2.237000E+1	   7.559000E-6	  -3.731780E+0	   3.337860E-7	  -4.500000E-1
   2.261100E+1	   7.556000E-6	  -3.727990E+0	   1.192090E-7	  -4.500000E-1
   2.286000E+1	   7.556000E-6	  -3.723860E+0	   8.344650E-8	  -4.500000E-1
   2.311200E+1	   7.557000E-6	  -3.719730E+0	   1.549720E-7	  -4.500000E-1
   2.335600E+1	   7.561000E-6	  -3.715930E+0	   2.026560E-7	  -4.500000E-1
   2.361200E+1	   7.565000E-6	  -3.711780E+0	   4.768370E-8	  -4.500000E-1
   2.386000E+1	   7.568000E-6	  -3.707980E+0	   2.384190E-7	  -4.500000E-1
   2.410400E+1	   7.570000E-6	  -3.703870E+0	   2.741810E-7	  -4.500000E-1
   2.434900E+1	   7.571000E-6	  -3.699730E+0	   7.152560E-8	  -4.500000E-1
   2.460500E+1	   7.569000E-6	  -3.695880E+0	   1.668930E-7	  -4.500000E-1
   2.485200E+1	   7.567000E-6	  -3.691760E+0	   4.172330E-7	  -4.500000E-1
   2.509300E+1	   7.563000E-6	  -3.687940E+0	   2.503400E-7	  -4.500000E-1
   2.534000E+1	   7.560000E-6	  -3.683800E+0	   2.622600E-7	  -4.500000E-1
   2.558400E+1	   7.560000E-6	  -3.679980E+0	   5.483630E-7	  -4.500000E-1
   2.583400E+1	   7.562000E-6	  -3.675850E+0	   4.649160E-7	  -4.500000E-1
   2.607500E+1	   7.564000E-6	  -3.671750E+0	   4.410740E-7	  -4.500000E-1
   2.632900E+1	   7.563000E-6	  -3.667920E+0	   2.741810E-7	  -4.500000E-1
   2.658400E+1	   7.560000E-6	  -3.663740E+0	   4.053120E-7	  -4.500000E-1
   2.691300E+1	   7.556000E-6	  -3.659890E+0	   4.291530E-7	  -4.500000E-1
   2.715400E+1	   7.555000E-6	  -3.655810E+0	   4.291530E-7	  -4.500000E-1
   2.740700E+1	   7.556000E-6	  -3.651650E+0	   4.529950E-7	  -4.500000E-1
   2.765700E+1	   7.559000E-6	  -3.647870E+0	   4.768370E-7	  -4.500000E-1
   2.790000E+1	   7.563000E-6	  -3.643740E+0	   4.172330E-7	  -4.500000E-1
   2.814500E+1	   7.567000E-6	  -3.639920E+0	   2.741810E-7	  -4.500000E-1
   2.839400E+1	   7.571000E-6	  -3.635790E+0	   4.649160E-7	  -4.500000E-1
   2.865200E+1	   7.571000E-6	  -3.631650E+0	   4.887580E-7	  -4.500000E-1
   2.889700E+1	   7.568000E-6	  -3.627860E+0	   4.172330E-7	  -4.500000E-1
   2.914500E+1	   7.565000E-6	  -3.623720E+0	   3.576280E-7	  -4.500000E-1
   2.939600E+1	   7.564000E-6	  -3.619950E+0	   3.814700E-7	  -4.500000E-1
   2.966000E+1	   7.565000E-6	  -3.615800E+0	   4.410740E-7	  -4.500000E-1
   2.991100E+1	   7.565000E-6	  -3.611660E+0	   4.053120E-7	  -4.500000E-1
   3.015400E+1	   7.565000E-6	  -3.607840E+0	   5.006790E-7	  -4.500000E-1
   3.039700E+1	   7.565000E-6	  -3.603730E+0	   4.649160E-7	  -4.500000E-1
   3.064600E+1	   7.566000E-6	  -3.599920E+0	   4.529950E-7	  -4.500000E-1
   3.089200E+1	   7.567000E-6	  -3.595800E+0	   7.271770E-7	  -4.500000E-1
   3.114800E+1	   7.568000E-6	  -3.591970E+0	   6.318090E-7	  -4.500000E-1
   3.140000E+1	   7.568000E-6	  -3.587880E+0	   6.675720E-7	  -4.500000E-1
   3.165000E+1	   7.568000E-6	  -3.583770E+0	   7.390980E-7	  -4.500000E-1
   3.190500E+1	   7.568000E-6	  -3.579950E+0	   5.960460E-7	  -4.500000E-1
   3.215000E+1	   7.567000E-6	  -3.575840E+0	   6.556510E-7	  -4.500000E-1
   3.241900E+1	   7.565000E-6	  -3.572010E+0	   6.675720E-7	  -4.500000E-1
   3.266800E+1	   7.563000E-6	  -3.567870E+0	   7.510190E-7	  -4.500000E-1
   3.292000E+1	   7.563000E-6	  -3.563770E+0	   8.344650E-7	  -4.500000E-1
   3.316100E+1	   7.564000E-6	  -3.559940E+0	   7.271770E-7	  -4.500000E-1
   3.341800E+1	   7.566000E-6	  -3.555790E+0	   7.987020E-7	  -4.500000E-1
   3.366100E+1	   7.566000E-6	  -3.551980E+0	   6.198880E-7	  -4.500000E-1
   3.405700E+1	   7.566000E-6	  -3.547860E+0	   9.655950E-7	  -4.500000E-1
   3.430500E+1	   7.566000E-6	  -3.543700E+0	   7.510190E-7	  -4.500000E-1
   3.456100E+1	   7.567000E-6	  -3.539890E+0	   9.298320E-7	  -4.500000E-1
   3.481100E+1	   7.567000E-6	  -3.535760E+0	   7.152560E-7	  -4.500000E-1
   3.506300E+1	   7.567000E-6	  -3.531960E+0	   8.940700E-7	  -4.500000E-1
   3.531800E+1	   7.566000E-6	  -3.527830E+0	   8.225440E-7	  -4.500000E-1
   3.557100E+1	   7.564000E-6	  -3.523700E+0	   1.037120E-6	  -4.500000E-1
   3.581700E+1	   7.564000E-6	  -3.519910E+0	   1.108650E-6	  -4.500000E-1
   3.606200E+1	   7.563000E-6	  -3.515760E+0	   1.096730E-6	  -4.500000E-1
   3.631600E+1	   7.562000E-6	  -3.511960E+0	   1.072880E-6	  -4.500000E-1
   3.656600E+1	   7.563000E-6	  -3.507840E+0	   1.025200E-6	  -4.500000E-1
   3.681600E+1	   7.563000E-6	  -3.504030E+0	   1.037120E-6	  -4.500000E-1
   3.707000E+1	   7.563000E-6	  -3.499830E+0	   9.775160E-7	  -4.500000E-1
   3.731800E+1	   7.562000E-6	  -3.495680E+0	   8.940700E-7	  -4.500000E-1
   3.756700E+1	   7.561000E-6	  -3.491920E+0	   9.298320E-7	  -4.500000E-1
   3.781300E+1	   7.562000E-6	  -3.487760E+0	   1.060960E-6	  -4.500000E-1
   3.804900E+1	   7.564000E-6	  -3.483920E+0	   7.271770E-7	  -4.500000E-1
   3.829700E+1	   7.565000E-6	  -3.479860E+0	   6.794930E-7	  -4.500000E-1
   3.853400E+1	   7.565000E-6	  -3.475720E+0	   6.079670E-7	  -4.500000E-1
   3.877200E+1	   7.565000E-6	  -3.471920E+0	   7.987020E-7	  -4.500000E-1
   3.910000E+1	   7.566000E-6	  -3.467770E+0	   1.025200E-6	  -4.500000E-1
   3.934300E+1	   7.567000E-6	  -3.463950E+0	   7.987020E-7	  -4.500000E-1
   3.958300E+1	   7.566000E-6	  -3.459820E+0	   1.001360E-6	  -4.500000E-1
   3.981600E+1	   7.565000E-6	  -3.455680E+0	   9.059910E-7	  -4.500000E-1
   4.006000E+1	   7.564000E-6	  -3.451900E+0	   7.033350E-7	  -4.500000E-1
   4.030200E+1	   7.563000E-6	  -3.447660E+0	   7.867810E-7	  -4.500000E-1
   4.054200E+1	   7.563000E-6	  -3.443960E+0	   7.271770E-7	  -4.500000E-1
   4.078900E+1	   7.566000E-6	  -3.439860E+0	   8.344650E-7	  -4.500000E-1
   4.103100E+1	   7.568000E-6	  -3.435740E+0	   8.344650E-7	  -4.500000E-1
   4.127500E+1	   7.567000E-6	  -3.431770E+0	   6.318090E-7	  -4.500000E-1
   4.151400E+1	   7.564000E-6	  -3.427760E+0	   6.198880E-7	  -4.500000E-1
   4.176000E+1	   7.562000E-6	  -3.423840E+0	   6.794930E-7	  -4.500000E-1
   4.208100E+1	   7.563000E-6	  -3.419710E+0	   6.318090E-7	  -4.500000E-1
   4.232400E+1	   7.563000E-6	  -3.415920E+0	   5.602840E-7	  -4.500000E-1
   4.256200E+1	   7.562000E-6	  -3.411860E+0	   7.033350E-7	  -4.500000E-1
   4.279600E+1	   7.562000E-6	  -3.407760E+0	   7.033350E-7	  -4.500000E-1
   4.303800E+1	   7.562000E-6	  -3.403920E+0	   7.987020E-7	  -4.500000E-1
   4.328100E+1	   7.562000E-6	  -3.399760E+0	   7.748600E-7	  -4.500000E-1
   4.351900E+1	   7.562000E-6	  -3.395990E+0	   7.152560E-7	  -4.500000E-1
   4.376200E+1	   7.562000E-6	  -3.391840E+0	   7.033350E-7	  -4.500000E-1
   4.400400E+1	   7.562000E-6	  -3.387750E+0	   7.390980E-7	  -4.500000E-1
   4.424600E+1	   7.562000E-6	  -3.383940E+0	   7.748600E-7	  -4.500000E-1
   4.448300E+1	   7.564000E-6	  -3.379810E+0	   9.298320E-7	  -4.500000E-1
   4.472100E+1	   7.566000E-6	  -3.376020E+0	   7.748600E-7	  -4.500000E-1
   4.496200E+1	   7.567000E-6	  -3.371870E+0	   8.463860E-7	  -4.500000E-1
   4.520600E+1	   7.567000E-6	  -3.367740E+0	   5.126000E-7	  -4.500000E-1
   4.545200E+1	   7.567000E-6	  -3.363960E+0	   6.914140E-7	  -4.500000E-1
   4.568900E+1	   7.566000E-6	  -3.359830E+0	   5.126000E-7	  -4.500000E-1
   4.592300E+1	   7.564000E-6	  -3.355990E+0	   5.602840E-7	  -4.500000E-1
   4.616500E+1	   7.563000E-6	  -3.351890E+0	   5.722050E-7	  -4.500000E-1
   4.641000E+1	   7.562000E-6	  -3.347720E+0	   6.437300E-7	  -4.500000E-1
   4.664000E+1	   7.562000E-6	  -3.343930E+0	   8.225440E-7	  -4.500000E-1
   4.688100E+1	   7.562000E-6	  -3.339800E+0	   8.940700E-7	  -4.500000E-1
   4.715900E+1	   7.561000E-6	  -3.335940E+0	   6.675720E-7	  -4.500000E-1
   4.740300E+1	   7.562000E-6	  -3.331790E+0	   7.033350E-7	  -4.500000E-1
   4.763400E+1	   7.565000E-6	  -3.327660E+0	   8.583070E-7	  -4.500000E-1
   4.787700E+1	   7.569000E-6	  -3.323860E+0	   8.106230E-7	  -4.500000E-1
   4.811800E+1	   7.571000E-6	  -3.319790E+0	   6.675720E-7	  -4.500000E-1
   4.836200E+1	   7.571000E-6	  -3.315930E+0	   8.225440E-7	  -4.500000E-1
   4.860500E+1	   7.568000E-6	  -3.311810E+0	   6.318090E-7	  -4.500000E-1
   4.884100E+1	   7.566000E-6	  -3.308020E+0	   6.794930E-7	  -4.500000E-1
   4.908400E+1	   7.566000E-6	  -3.303890E+0	   6.318090E-7	  -4.500000E-1
   4.932400E+1	   7.566000E-6	  -3.299770E+0	   7.033350E-7	  -4.500000E-1
   4.956600E+1	   7.565000E-6	  -3.295940E+0	   6.079670E-7	  -4.500000E-1
   4.980900E+1	   7.564000E-6	  -3.291800E+0	   7.390980E-7	  -4.500000E-1
   5.005000E+1	   7.564000E-6	  -3.288010E+0	   5.245210E-7	  -4.500000E-1
   5.029300E+1	   7.563000E-6	  -3.283860E+0	   8.106230E-7	  -4.500000E-1
   5.053600E+1	   7.563000E-6	  -3.279730E+0	   5.841260E-7	  -4.500000E-1
   5.077900E+1	   7.564000E-6	  -3.275910E+0	   7.629390E-7	  -4.500000E-1
   5.101800E+1	   7.566000E-6	  -3.271790E+0	   7.748600E-7	  -4.500000E-1
   5.126000E+1	   7.568000E-6	  -3.267970E+0	   6.437300E-7	  -4.500000E-1
   5.150100E+1	   7.568000E-6	  -3.263840E+0	   8.106230E-7	  -4.500000E-1
   5.173300E+1	   7.568000E-6	  -3.259690E+0	   8.583070E-7	  -4.500000E-1
   5.197400E+1	   7.568000E-6	  -3.255890E+0	   7.987020E-7	  -4.500000E-1
   5.221400E+1	   7.566000E-6	  -3.251770E+0	   7.390980E-7	  -4.500000E-1
   5.245600E+1	   7.566000E-6	  -3.247970E+0	   6.675720E-7	  -4.500000E-1
   5.269000E+1	   7.567000E-6	  -3.243850E+0	   4.529950E-7	  -4.500000E-1
   5.293400E+1	   7.567000E-6	  -3.239670E+0	   7.271770E-7	  -4.500000E-1
   5.316700E+1	   7.568000E-6	  -3.235870E+0	   5.602840E-7	  -4.500000E-1
   5.341000E+1	   7.570000E-6	  -3.231750E+0	   4.887580E-7	  -4.500000E-1
   5.364500E+1	   7.571000E-6	  -3.227970E+0	   5.364420E-7	  -4.500000E-1
   5.388400E+1	   7.571000E-6	  -3.223840E+0	   5.602840E-7	  -4.500000E-1
   5.412100E+1	   7.569000E-6	  -3.219990E+0	   5.602840E-7	  -4.500000E-1
   5.436700E+1	   7.568000E-6	  -3.215840E+0	   5.245210E-7	  -4.500000E-1
   5.461100E+1	   7.568000E-6	  -3.211740E+0	   5.245210E-7	  -4.500000E-1
   5.484300E+1	   7.570000E-6	  -3.207910E+0	   6.079670E-7	  -4.500000E-1
   5.509000E+1	   7.570000E-6	  -3.203760E+0	   6.556510E-7	  -4.500000E-1
   5.532400E+1	   7.569000E-6	  -3.199960E+0	   6.675720E-7	  -4.500000E-1
   5.556600E+1	   7.568000E-6	  -3.195850E+0	   5.960460E-7	  -4.500000E-1
   5.580300E+1	   7.564000E-6	  -3.191700E+0	   5.602840E-7	  -4.500000E-1
   5.605000E+1	   7.562000E-6	  -3.187920E+0	   4.649160E-7	  -4.500000E-1
   5.628900E+1	   7.560000E-6	  -3.183770E+0	   3.933910E-7	  -4.500000E-1
   5.655500E+1	   7.559000E-6	  -3.179960E+0	   4.529950E-7	  -4.500000E-1
   5.681500E+1	   7.559000E-6	  -3.175790E+0	   5.364420E-7	  -4.500000E-1
   5.708900E+1	   7.560000E-6	  -3.171640E+0	   4.887580E-7	  -4.500000E-1
   5.737200E+1	   7.562000E-6	  -3.167820E+0	   5.960460E-7	  -4.500000E-1
   5.760900E+1	   7.562000E-6	  -3.163660E+0	   5.126000E-7	  -4.500000E-1
   5.784300E+1	   7.564000E-6	  -3.159890E+0	   5.483630E-7	  -4.500000E-1
   5.808400E+1	   7.565000E-6	  -3.155750E+0	   5.245210E-7	  -4.500000E-1
   5.832400E+1	   7.564000E-6	  -3.151610E+0	   4.887580E-7	  -4.500000E-1
   5.858800E+1	   7.564000E-6	  -3.147800E+0	   3.337860E-7	  -4.500000E-1
   5.881700E+1	   7.565000E-6	  -3.143700E+0	   2.741810E-7	  -4.500000E-1
   5.905500E+1	   7.565000E-6	  -3.139910E+0	   4.172330E-7	  -4.500000E-1
   5.929600E+1	   7.566000E-6	  -3.135790E+0	   3.576280E-7	  -4.500000E-1
   5.953500E+1	   7.567000E-6	  -3.131990E+0	   4.887580E-7	  -4.500000E-1
   5.976700E+1	   7.568000E-6	  -3.127860E+0	   3.099440E-7	  -4.500000E-1
   6.001300E+1	   7.570000E-6	  -3.123720E+0	   4.172330E-7	  -4.500000E-1
   6.025100E+1	   7.572000E-6	  -3.119910E+0	   3.695490E-7	  -4.500000E-1
   6.051900E+1	   7.571000E-6	  -3.115790E+0	   2.741810E-7	  -4.500000E-1
   6.076700E+1	   7.570000E-6	  -3.111990E+0	   4.529950E-7	  -4.500000E-1
   6.101500E+1	   7.568000E-6	  -3.107860E+0	   4.768370E-7	  -4.500000E-1
   6.125800E+1	   7.566000E-6	  -3.103730E+0	   5.602840E-7	  -4.500000E-1
   6.149000E+1	   7.566000E-6	  -3.099910E+0	   5.245210E-7	  -4.500000E-1
   6.174500E+1	   7.567000E-6	  -3.095780E+0	   5.602840E-7	  -4.500000E-1
   6.199200E+1	   7.568000E-6	  -3.091920E+0	   3.695490E-7	  -4.500000E-1
   6.224300E+1	   7.567000E-6	  -3.087810E+0	   5.960460E-7	  -4.500000E-1
   6.247600E+1	   7.564000E-6	  -3.083670E+0	   5.006790E-7	  -4.500000E-1
   6.271900E+1	   7.562000E-6	  -3.079880E+0	   6.556510E-7	  -4.500000E-1
   6.294900E+1	   7.562000E-6	  -3.075730E+0	   6.675720E-7	  -4.500000E-1
   6.317800E+1	   7.563000E-6	  -3.071930E+0	   4.887580E-7	  -4.500000E-1
   6.340900E+1	   7.565000E-6	  -3.067760E+0	   5.960460E-7	  -4.500000E-1
   6.364000E+1	   7.568000E-6	  -3.063640E+0	   5.960460E-7	  -4.500000E-1
   6.386700E+1	   7.570000E-6	  -3.059810E+0	   4.887580E-7	  -4.500000E-1
   6.410000E+1	   7.571000E-6	  -3.055680E+0	   4.649160E-7	  -4.500000E-1
   6.434000E+1	   7.572000E-6	  -3.051880E+0	   3.695490E-7	  -4.500000E-1
   6.457900E+1	   7.571000E-6	  -3.047740E+0	   3.695490E-7	  -4.500000E-1
   6.484200E+1	   7.570000E-6	  -3.043910E+0	   3.457070E-7	  -4.500000E-1
   6.512400E+1	   7.568000E-6	  -3.039760E+0	   2.861020E-7	  -4.500000E-1
   6.538600E+1	   7.569000E-6	  -3.035670E+0	   4.768370E-8	  -4.500000E-1
   6.562200E+1	   7.569000E-6	  -3.031880E+0	   2.384190E-7	  -4.500000E-1
   6.585300E+1	   7.571000E-6	  -3.027740E+0	   3.218650E-7	  -4.500000E-1
   6.609400E+1	   7.572000E-6	  -3.023940E+0	   2.026560E-7	  -4.500000E-1
   6.632300E+1	   7.571000E-6	  -3.019790E+0	   3.099440E-7	  -4.500000E-1
   6.656200E+1	   7.569000E-6	  -3.015640E+0	   3.457070E-7	  -4.500000E-1
   6.679500E+1	   7.566000E-6	  -3.011770E+0	   3.695490E-7	  -4.500000E-1
   6.702400E+1	   7.564000E-6	  -3.007660E+0	   3.457070E-7	  -4.500000E-1
   6.725400E+1	   7.564000E-6	  -3.003860E+0	   4.410740E-7	  -4.500000E-1
   6.748400E+1	   7.566000E-6	  -2.999720E+0	   4.053120E-7	  -4.500000E-1
   6.772200E+1	   7.569000E-6	  -2.995590E+0	   4.768370E-7	  -4.500000E-1
   6.796200E+1	   7.571000E-6	  -2.991790E+0	   3.457070E-7	  -4.500000E-1
   6.820300E+1	   7.571000E-6	  -2.987640E+0	   3.933910E-7	  -4.500000E-1
   6.843500E+1	   7.569000E-6	  -2.983830E+0	   3.457070E-7	  -4.500000E-1
   6.866900E+1	   7.567000E-6	  -2.979700E+0	   3.337860E-7	  -4.500000E-1
   6.889400E+1	   7.565000E-6	  -2.975590E+0	   3.695490E-7	  -4.500000E-1
   6.912900E+1	   7.563000E-6	  -2.971770E+0	   4.172330E-7	  -4.500000E-1
   6.935600E+1	   7.562000E-6	  -2.967640E+0	   3.933910E-7	  -4.500000E-1
   6.962300E+1	   7.562000E-6	  -2.963810E+0	   2.741810E-7	  -4.500000E-1
   6.985900E+1	   7.562000E-6	  -2.959700E+0	   3.814700E-7	  -4.500000E-1
   7.011700E+1	   7.561000E-6	  -2.955860E+0	   4.887580E-7	  -4.500000E-1
   7.035300E+1	   7.560000E-6	  -2.951730E+0	   3.457070E-7	  -4.500000E-1
   7.058800E+1	   7.560000E-6	  -2.947640E+0	   2.980230E-7	  -4.500000E-1
   7.081700E+1	   7.562000E-6	  -2.943790E+0	   4.410740E-7	  -4.500000E-1
   7.104800E+1	   7.564000E-6	  -2.939670E+0	   4.172330E-7	  -4.500000E-1
   7.128900E+1	   7.567000E-6	  -2.935860E+0	   4.172330E-7	  -4.500000E-1
   7.158700E+1	   7.567000E-6	  -2.931740E+0	   7.033350E-7	  -4.500000E-1
   7.192800E+1	   7.565000E-6	  -2.927630E+0	   8.344650E-7	  -4.500000E-1
   7.224600E+1	   7.564000E-6	  -2.923840E+0	   9.536740E-7	  -4.500000E-1
   7.247800E+1	   7.563000E-6	  -2.919710E+0	   9.894370E-7	  -4.500000E-1
   7.270900E+1	   7.562000E-6	  -2.915900E+0	   8.821490E-7	  -4.500000E-1
   7.295200E+1	   7.563000E-6	  -2.911760E+0	   7.510190E-7	  -4.500000E-1
   7.318000E+1	   7.566000E-6	  -2.907640E+0	   7.390980E-7	  -4.500000E-1
   7.342100E+1	   7.567000E-6	  -2.903820E+0	   8.106230E-7	  -4.500000E-1
   7.365500E+1	   7.567000E-6	  -2.899690E+0	   8.702280E-7	  -4.500000E-1
   7.389200E+1	   7.567000E-6	  -2.895850E+0	   7.152560E-7	  -4.500000E-1
   7.412000E+1	   7.565000E-6	  -2.891710E+0	   6.794930E-7	  -4.500000E-1
   7.437400E+1	   7.563000E-6	  -2.887590E+0	   8.106230E-7	  -4.500000E-1
   7.460500E+1	   7.564000E-6	  -2.883780E+0	   7.987020E-7	  -4.500000E-1
   7.483500E+1	   7.565000E-6	  -2.879660E+0	   6.556510E-7	  -4.500000E-1
   7.506600E+1	   7.566000E-6	  -2.875850E+0	   5.960460E-7	  -4.500000E-1
   7.529600E+1	   7.567000E-6	  -2.871710E+0	   5.245210E-7	  -4.500000E-1
   7.552300E+1	   7.567000E-6	  -2.867590E+0	   5.602840E-7	  -4.500000E-1
   7.579800E+1	   7.568000E-6	  -2.863790E+0	   4.887580E-7	  -4.500000E-1
   7.602700E+1	   7.568000E-6	  -2.859690E+0	   4.172330E-7	  -4.500000E-1
   7.625700E+1	   7.569000E-6	  -2.855820E+0	   4.410740E-7	  -4.500000E-1
   7.648600E+1	   7.570000E-6	  -2.851730E+0	   5.006790E-7	  -4.500000E-1
   7.672000E+1	   7.569000E-6	  -2.847870E+0	   2.980230E-7	  -4.500000E-1
   7.696300E+1	   7.568000E-6	  -2.843730E+0	   2.861020E-7	  -4.500000E-1
