    Time: 2018-3-22 11:39:49
D. C. Tsui Laboratory,  He3 System, A152-IOP-CAS
D:\Exp_data\xiaopei_sun\DATA\20180321\2018-03\180322\180322.003
Experimenter: 
Sample:







     180322_003_Time	 180322_003_LI5640_X	 180322_003_LI5640_X	 180322_003_K2612_Va	   180322_003_IPS120	 180322_003_LI5640_X	 180322_003_LI5640_X
   4.000000E-3	   7.736000E-6	   7.045000E-6	   1.999960E+1	  -4.500000E-1	   4.499000E-7	   3.929000E-6
   1.670000E-1	   7.735000E-6	   7.046000E-6	   1.999960E+1	  -4.500000E-1	   4.490000E-7	   3.929000E-6
   2.900000E-1	   7.735000E-6	   7.046000E-6	   1.999960E+1	  -4.500000E-1	   4.485000E-7	   3.929000E-6
   4.380000E-1	   7.734000E-6	   7.047000E-6	   1.999960E+1	  -4.500000E-1	   4.483000E-7	   3.929000E-6
   5.730000E-1	   7.733000E-6	   7.047000E-6	   1.999960E+1	  -4.500000E-1	   4.483000E-7	   3.929000E-6
   7.170000E-1	   7.731000E-6	   7.048000E-6	   1.999960E+1	  -4.500000E-1	   4.485000E-7	   3.929000E-6
   8.510000E-1	   7.730000E-6	   7.049000E-6	   1.999960E+1	  -4.500000E-1	   4.487000E-7	   3.929000E-6
   9.970000E-1	   7.729000E-6	   7.049000E-6	   1.999960E+1	  -4.500000E-1	   4.488000E-7	   3.928000E-6
   1.131000E+0	   7.728000E-6	   7.048000E-6	   1.998930E+1	  -4.500000E-1	   4.487000E-7	   3.928000E-6
   1.267000E+0	   7.728000E-6	   7.047000E-6	   1.998930E+1	  -4.500000E-1	   4.487000E-7	   3.928000E-6
   1.494000E+0	   7.728000E-6	   7.046000E-6	   1.997950E+1	  -4.500000E-1	   4.490000E-7	   3.927000E-6
   1.629000E+0	   7.728000E-6	   7.046000E-6	   1.996940E+1	  -4.500000E-1	   4.493000E-7	   3.927000E-6
   1.759000E+0	   7.729000E-6	   7.045000E-6	   1.996940E+1	  -4.500000E-1	   4.499000E-7	   3.926000E-6
   1.908000E+0	   7.730000E-6	   7.042000E-6	   1.995950E+1	  -4.500000E-1	   4.503000E-7	   3.925000E-6
   2.026000E+0	   7.731000E-6	   7.039000E-6	   1.994940E+1	  -4.500000E-1	   4.509000E-7	   3.924000E-6
   2.144000E+0	   7.733000E-6	   7.034000E-6	   1.993950E+1	  -4.500000E-1	   4.515000E-7	   3.922000E-6
   2.322000E+0	   7.734000E-6	   7.030000E-6	   1.993950E+1	  -4.500000E-1	   4.521000E-7	   3.922000E-6
   2.510000E+0	   7.734000E-6	   7.028000E-6	   1.992930E+1	  -4.500000E-1	   4.523000E-7	   3.922000E-6
   2.656000E+0	   7.734000E-6	   7.029000E-6	   1.991950E+1	  -4.500000E-1	   4.525000E-7	   3.923000E-6
   2.790000E+0	   7.734000E-6	   7.033000E-6	   1.990930E+1	  -4.500000E-1	   4.526000E-7	   3.924000E-6
   2.951000E+0	   7.734000E-6	   7.037000E-6	   1.989940E+1	  -4.500000E-1	   4.527000E-7	   3.924000E-6
   3.086000E+0	   7.733000E-6	   7.041000E-6	   1.988960E+1	  -4.500000E-1	   4.527000E-7	   3.924000E-6
   3.208000E+0	   7.733000E-6	   7.042000E-6	   1.987950E+1	  -4.500000E-1	   4.523000E-7	   3.924000E-6
   3.343000E+0	   7.733000E-6	   7.043000E-6	   1.986960E+1	  -4.500000E-1	   4.515000E-7	   3.925000E-6
   3.503000E+0	   7.734000E-6	   7.042000E-6	   1.986960E+1	  -4.500000E-1	   4.509000E-7	   3.925000E-6
   3.639000E+0	   7.734000E-6	   7.043000E-6	   1.985950E+1	  -4.500000E-1	   4.505000E-7	   3.925000E-6
   3.758000E+0	   7.734000E-6	   7.044000E-6	   1.984960E+1	  -4.500000E-1	   4.499000E-7	   3.924000E-6
   3.894000E+0	   7.734000E-6	   7.048000E-6	   1.983940E+1	  -4.500000E-1	   4.491000E-7	   3.924000E-6
   4.026000E+0	   7.733000E-6	   7.051000E-6	   1.982960E+1	  -4.500000E-1	   4.484000E-7	   3.924000E-6
   4.145000E+0	   7.733000E-6	   7.053000E-6	   1.981950E+1	  -4.500000E-1	   4.477000E-7	   3.924000E-6
   4.297000E+0	   7.732000E-6	   7.052000E-6	   1.981950E+1	  -4.500000E-1	   4.474000E-7	   3.924000E-6
   4.460000E+0	   7.730000E-6	   7.050000E-6	   1.980960E+1	  -4.500000E-1	   4.474000E-7	   3.925000E-6
   4.595000E+0	   7.729000E-6	   7.046000E-6	   1.979950E+1	  -4.500000E-1	   4.474000E-7	   3.926000E-6
   4.715000E+0	   7.728000E-6	   7.042000E-6	   1.978960E+1	  -4.500000E-1	   4.473000E-7	   3.926000E-6
   4.848000E+0	   7.728000E-6	   7.039000E-6	   1.977950E+1	  -4.500000E-1	   4.471000E-7	   3.927000E-6
   4.982000E+0	   7.729000E-6	   7.037000E-6	   1.976960E+1	  -4.500000E-1	   4.470000E-7	   3.927000E-6
   5.088000E+0	   7.730000E-6	   7.036000E-6	   1.975950E+1	  -4.500000E-1	   4.466000E-7	   3.926000E-6
   5.239000E+0	   7.731000E-6	   7.037000E-6	   1.975950E+1	  -4.500000E-1	   4.459000E-7	   3.925000E-6
   5.401000E+0	   7.732000E-6	   7.040000E-6	   1.974960E+1	  -4.500000E-1	   4.455000E-7	   3.925000E-6
   5.532000E+0	   7.732000E-6	   7.044000E-6	   1.973940E+1	  -4.500000E-1	   4.451000E-7	   3.925000E-6
   5.679000E+0	   7.732000E-6	   7.048000E-6	   1.973940E+1	  -4.500000E-1	   4.452000E-7	   3.925000E-6
   5.828000E+0	   7.732000E-6	   7.051000E-6	   1.972960E+1	  -4.500000E-1	   4.456000E-7	   3.925000E-6
   5.963000E+0	   7.731000E-6	   7.052000E-6	   1.971940E+1	  -4.500000E-1	   4.466000E-7	   3.926000E-6
   6.097000E+0	   7.730000E-6	   7.052000E-6	   1.970960E+1	  -4.500000E-1	   4.479000E-7	   3.927000E-6
   6.236000E+0	   7.729000E-6	   7.052000E-6	   1.969940E+1	  -4.500000E-1	   4.497000E-7	   3.929000E-6
   6.384000E+0	   7.727000E-6	   7.051000E-6	   1.968960E+1	  -4.500000E-1	   4.517000E-7	   3.931000E-6
   6.544000E+0	   7.726000E-6	   7.051000E-6	   1.967940E+1	  -4.500000E-1	   4.529000E-7	   3.932000E-6
   6.678000E+0	   7.726000E-6	   7.052000E-6	   1.966960E+1	  -4.500000E-1	   4.536000E-7	   3.932000E-6
   6.837000E+0	   7.726000E-6	   7.053000E-6	   1.965940E+1	  -4.500000E-1	   4.540000E-7	   3.932000E-6
   6.970000E+0	   7.727000E-6	   7.054000E-6	   1.964960E+1	  -4.500000E-1	   4.545000E-7	   3.932000E-6
   7.116000E+0	   7.727000E-6	   7.054000E-6	   1.963940E+1	  -4.500000E-1	   4.554000E-7	   3.931000E-6
   7.293000E+0	   7.729000E-6	   7.052000E-6	   1.962960E+1	  -4.500000E-1	   4.566000E-7	   3.930000E-6
